Algorithm,time,n
radix_sort,0.011729956,279101
radix_sort,0.011762857,279201
radix_sort,0.012359858,279301
radix_sort,0.011788845,279401
radix_sort,0.011915922,279501
radix_sort,0.013086319,279601
radix_sort,0.012157202,279701
radix_sort,0.011795044,279801
radix_sort,0.012367249,279901
radix_sort,0.011753082,280001
radix_sort,0.011992216,280101
radix_sort,0.01171422,280201
radix_sort,0.011866808,280301
radix_sort,0.011739016,280401
radix_sort,0.013201952,280501
radix_sort,0.01190877,280601
radix_sort,0.011815071,280701
radix_sort,0.011786222,280801
radix_sort,0.012149811,280901
radix_sort,0.011970043,281001
radix_sort,0.012496948,281101
radix_sort,0.012279034,281201
radix_sort,0.01188302,281301
radix_sort,0.011718035,281401
radix_sort,0.011893034,281501
radix_sort,0.011880875,281601
radix_sort,0.013767242,281701
radix_sort,0.015479803,281801
radix_sort,0.01594615,281901
radix_sort,0.016688108,282001
radix_sort,0.013759851,282101
radix_sort,0.016649008,282201
radix_sort,0.016329765,282301
radix_sort,0.015109062,282401
radix_sort,0.012984037,282501
radix_sort,0.013547897,282601
radix_sort,0.014726162,282701
radix_sort,0.014533997,282801
radix_sort,0.013930082,282901
radix_sort,0.013731003,283001
radix_sort,0.013499975,283101
radix_sort,0.013115168,283201
radix_sort,0.01206398,283301
radix_sort,0.012467861,283401
radix_sort,0.014868021,283501
radix_sort,0.013709068,283601
radix_sort,0.012037992,283701
radix_sort,0.014347076,283801
radix_sort,0.016563892,283901
radix_sort,0.012243986,284001
radix_sort,0.012524843,284101
radix_sort,0.013326168,284201
radix_sort,0.01287508,284301
radix_sort,0.016103983,284401
radix_sort,0.01634407,284501
radix_sort,0.012049913,284601
radix_sort,0.012248039,284701
radix_sort,0.015319109,284801
radix_sort,0.016175985,284901
radix_sort,0.015442371,285001
radix_sort,0.014753103,285101
radix_sort,0.01611805,285201
radix_sort,0.012482882,285301
radix_sort,0.013955116,285401
radix_sort,0.013710976,285501
radix_sort,0.013261795,285601
radix_sort,0.012898922,285701
radix_sort,0.013474941,285801
radix_sort,0.013882875,285901
radix_sort,0.012073994,286001
radix_sort,0.012273788,286101
radix_sort,0.015290976,286201
radix_sort,0.013736963,286301
radix_sort,0.013667822,286401
radix_sort,0.016120195,286501
radix_sort,0.013838768,286601
radix_sort,0.012452126,286701
radix_sort,0.012237787,286801
radix_sort,0.013032913,286901
radix_sort,0.013211012,287001
radix_sort,0.012622118,287101
radix_sort,0.01681304,287201
radix_sort,0.014667988,287301
radix_sort,0.015628099,287401
radix_sort,0.016787052,287501
radix_sort,0.012339354,287601
radix_sort,0.01462388,287701
radix_sort,0.015429258,287801
radix_sort,0.014223099,287901
radix_sort,0.014681816,288001
radix_sort,0.016550064,288101
radix_sort,0.016132116,288201
radix_sort,0.013556957,288301
radix_sort,0.014711857,288401
radix_sort,0.01271987,288501
radix_sort,0.013708115,288601
radix_sort,0.016110897,288701
radix_sort,0.013651848,288801
radix_sort,0.015747786,288901
radix_sort,0.01325202,289001
radix_sort,0.014113903,289101
radix_sort,0.015857935,289201
radix_sort,0.012697935,289301
radix_sort,0.013223171,289401
radix_sort,0.012176752,289501
radix_sort,0.012183666,289601
radix_sort,0.012229204,289701
radix_sort,0.014574289,289801
radix_sort,0.016613245,289901
radix_sort,0.015063763,290001
radix_sort,0.013223886,290101
radix_sort,0.01719594,290201
radix_sort,0.0160501,290301
radix_sort,0.015810013,290401
radix_sort,0.013751984,290501
radix_sort,0.013437986,290601
radix_sort,0.013395071,290701
radix_sort,0.013005018,290801
radix_sort,0.013225079,290901
radix_sort,0.014019012,291001
radix_sort,0.01564908,291101
radix_sort,0.014253139,291201
radix_sort,0.017270565,291301
radix_sort,0.016093969,291401
radix_sort,0.015563965,291501
radix_sort,0.014753103,291601
radix_sort,0.013500214,291701
radix_sort,0.015746832,291801
radix_sort,0.013756037,291901
radix_sort,0.015419245,292001
radix_sort,0.01748991,292101
radix_sort,0.016975164,292201
radix_sort,0.014068842,292301
radix_sort,0.014890909,292401
radix_sort,0.015827894,292501
radix_sort,0.018213987,292601
radix_sort,0.015657187,292701
radix_sort,0.014724016,292801
radix_sort,0.01723814,292901
radix_sort,0.012927771,293001
radix_sort,0.017206192,293101
radix_sort,0.01743269,293201
radix_sort,0.014060974,293301
radix_sort,0.016738892,293401
radix_sort,0.018426895,293501
radix_sort,0.015494347,293601
radix_sort,0.015108109,293701
radix_sort,0.015708923,293801
radix_sort,0.012915134,293901
radix_sort,0.014355898,294001
radix_sort,0.014245749,294101
radix_sort,0.015132904,294201
radix_sort,0.018804073,294301
radix_sort,0.014514208,294401
radix_sort,0.012801886,294501
radix_sort,0.017437935,294601
radix_sort,0.016521931,294701
radix_sort,0.015994787,294801
radix_sort,0.014881134,294901
radix_sort,0.016494751,295001
radix_sort,0.01271987,295101
radix_sort,0.013321161,295201
radix_sort,0.014042139,295301
radix_sort,0.015216827,295401
radix_sort,0.013675928,295501
radix_sort,0.017207146,295601
radix_sort,0.012457132,295701
radix_sort,0.01666379,295801
radix_sort,0.015538216,295901
radix_sort,0.012634993,296001
radix_sort,0.013722181,296101
radix_sort,0.014638901,296201
radix_sort,0.015625,296301
radix_sort,0.015056849,296401
radix_sort,0.017463923,296501
radix_sort,0.012765884,296601
radix_sort,0.015310049,296701
radix_sort,0.016454935,296801
radix_sort,0.014940262,296901
radix_sort,0.012624979,297001
radix_sort,0.013009071,297101
radix_sort,0.012698174,297201
radix_sort,0.015623093,297301
radix_sort,0.015534163,297401
radix_sort,0.014422894,297501
radix_sort,0.017847061,297601
radix_sort,0.01307106,297701
radix_sort,0.014615059,297801
radix_sort,0.015827894,297901
radix_sort,0.017426014,298001
radix_sort,0.014555216,298101
radix_sort,0.017174006,298201
radix_sort,0.012649059,298301
radix_sort,0.01357913,298401
radix_sort,0.017362356,298501
radix_sort,0.012681007,298601
radix_sort,0.012563944,298701
radix_sort,0.013525963,298801
radix_sort,0.014503956,298901
radix_sort,0.016587019,299001
radix_sort,0.014705181,299101
radix_sort,0.017057896,299201
radix_sort,0.01285696,299301
radix_sort,0.012935877,299401
radix_sort,0.012593031,299501
radix_sort,0.012856007,299601
radix_sort,0.013908148,299701
radix_sort,0.015777111,299801
radix_sort,0.015414715,299901
radix_sort,0.015827894,300001
radix_sort,0.013918161,300101
radix_sort,0.016444921,300201
radix_sort,0.017320156,300301
radix_sort,0.015313864,300401
radix_sort,0.015982866,300501
radix_sort,0.015735865,300601
radix_sort,0.013910055,300701
radix_sort,0.013644218,300801
radix_sort,0.013070822,300901
radix_sort,0.012763977,301001
radix_sort,0.012726784,301101
radix_sort,0.014892101,301201
radix_sort,0.015635967,301301
radix_sort,0.01512289,301401
radix_sort,0.017117739,301501
radix_sort,0.015272379,301601
radix_sort,0.016377211,301701
radix_sort,0.017660856,301801
radix_sort,0.013184071,301901
radix_sort,0.016590118,302001
radix_sort,0.012988329,302101
radix_sort,0.015212059,302201
radix_sort,0.017304182,302301
radix_sort,0.015182018,302401
radix_sort,0.013636827,302501
radix_sort,0.014826059,302601
radix_sort,0.015089989,302701
radix_sort,0.017115831,302801
radix_sort,0.014750004,302901
radix_sort,0.015574932,303001
radix_sort,0.013252974,303101
radix_sort,0.013391733,303201
radix_sort,0.017486095,303301
radix_sort,0.012854099,303401
radix_sort,0.014656067,303501
radix_sort,0.015036106,303601
radix_sort,0.016822577,303701
radix_sort,0.015025854,303801
radix_sort,0.014811993,303901
radix_sort,0.014931917,304001
radix_sort,0.016449213,304101
radix_sort,0.01673913,304201
radix_sort,0.01303196,304301
radix_sort,0.014238834,304401
radix_sort,0.025241852,304501
radix_sort,0.017068863,304601
radix_sort,0.014698029,304701
radix_sort,0.015826941,304801
radix_sort,0.017331123,304901
radix_sort,0.016168118,305001
radix_sort,0.015295267,305101
radix_sort,0.018574953,305201
radix_sort,0.017266989,305301
radix_sort,0.015408039,305401
radix_sort,0.014881134,305501
radix_sort,0.01450491,305601
radix_sort,0.014825106,305701
radix_sort,0.019560814,305801
radix_sort,0.014352798,305901
radix_sort,0.016091824,306001
radix_sort,0.015459061,306101
radix_sort,0.014543772,306201
radix_sort,0.015253067,306301
radix_sort,0.015584707,306401
radix_sort,0.014772892,306501
radix_sort,0.017520189,306601
radix_sort,0.014959812,306701
radix_sort,0.018477917,306801
radix_sort,0.016233921,306901
radix_sort,0.013385773,307001
radix_sort,0.013630152,307101
radix_sort,0.015984297,307201
radix_sort,0.018140078,307301
radix_sort,0.014739037,307401
radix_sort,0.017130136,307501
radix_sort,0.015015125,307601
radix_sort,0.015867949,307701
radix_sort,0.013590097,307801
radix_sort,0.015655041,307901
radix_sort,0.01740694,308001
radix_sort,0.017877102,308101
radix_sort,0.019613981,308201
radix_sort,0.013778925,308301
radix_sort,0.013083935,308401
radix_sort,0.01649189,308501
radix_sort,0.01676321,308601
radix_sort,0.01376605,308701
radix_sort,0.014961958,308801
radix_sort,0.013805866,308901
radix_sort,0.015337944,309001
radix_sort,0.017570972,309101
radix_sort,0.01380825,309201
radix_sort,0.017771006,309301
radix_sort,0.014788151,309401
radix_sort,0.014433861,309501
radix_sort,0.015295982,309601
radix_sort,0.013706923,309701
radix_sort,0.014178753,309801
radix_sort,0.015349388,309901
radix_sort,0.013901949,310001
radix_sort,0.016507864,310101
radix_sort,0.016968012,310201
radix_sort,0.013345957,310301
radix_sort,0.017503977,310401
radix_sort,0.017528057,310501
radix_sort,0.014280796,310601
radix_sort,0.012981176,310701
radix_sort,0.012989998,310801
radix_sort,0.013684034,310901
radix_sort,0.016548872,311001
radix_sort,0.014532804,311101
radix_sort,0.017343044,311201
radix_sort,0.013719082,311301
radix_sort,0.017040968,311401
radix_sort,0.017714977,311501
radix_sort,0.016987085,311601
radix_sort,0.014374971,311701
radix_sort,0.017580032,311801
radix_sort,0.018346071,311901
radix_sort,0.014523268,312001
radix_sort,0.014510155,312101
radix_sort,0.018118858,312201
radix_sort,0.013431072,312301
radix_sort,0.016294003,312401
radix_sort,0.015865088,312501
radix_sort,0.01319313,312601
radix_sort,0.013140917,312701
radix_sort,0.016153812,312801
radix_sort,0.016919136,312901
radix_sort,0.013486147,313001
radix_sort,0.013034821,313101
radix_sort,0.017968178,313201
radix_sort,0.016817093,313301
radix_sort,0.013514996,313401
radix_sort,0.015330076,313501
radix_sort,0.013357878,313601
radix_sort,0.014198065,313701
radix_sort,0.014598131,313801
radix_sort,0.013902903,313901
radix_sort,0.017707109,314001
radix_sort,0.016513109,314101
radix_sort,0.016149044,314201
radix_sort,0.016309977,314301
radix_sort,0.014173985,314401
radix_sort,0.013818026,314501
radix_sort,0.014784813,314601
radix_sort,0.013493061,314701
radix_sort,0.013339043,314801
radix_sort,0.013242245,314901
radix_sort,0.013980865,315001
radix_sort,0.017410755,315101
radix_sort,0.016729116,315201
radix_sort,0.019140005,315301
radix_sort,0.015059233,315401
radix_sort,0.013675928,315501
radix_sort,0.013151884,315601
radix_sort,0.013674021,315701
radix_sort,0.013120174,315801
radix_sort,0.013200045,315901
radix_sort,0.017818213,316001
radix_sort,0.016025066,316101
radix_sort,0.014715195,316201
radix_sort,0.01730299,316301
radix_sort,0.016070843,316401
radix_sort,0.014058828,316501
radix_sort,0.017252922,316601
radix_sort,0.017859221,316701
radix_sort,0.015792131,316801
radix_sort,0.016743898,316901
radix_sort,0.015621185,317001
radix_sort,0.014656067,317101
radix_sort,0.015645027,317201
radix_sort,0.016636848,317301
radix_sort,0.013823986,317401
radix_sort,0.014036179,317501
radix_sort,0.018054724,317601
radix_sort,0.017436028,317701
radix_sort,0.018721104,317801
radix_sort,0.013330221,317901
radix_sort,0.015643835,318001
radix_sort,0.016183138,318101
radix_sort,0.014829159,318201
radix_sort,0.014781237,318301
radix_sort,0.014919281,318401
radix_sort,0.013716936,318501
radix_sort,0.01338625,318601
radix_sort,0.019092798,318701
radix_sort,0.021308899,318801
radix_sort,0.016062975,318901
radix_sort,0.015783072,319001
radix_sort,0.018370152,319101
radix_sort,0.014485121,319201
radix_sort,0.013268948,319301
radix_sort,0.017524004,319401
radix_sort,0.014624119,319501
radix_sort,0.014816999,319601
radix_sort,0.014169931,319701
radix_sort,0.018149853,319801
radix_sort,0.017883062,319901
radix_sort,0.013837099,320001
radix_sort,0.016275883,320101
radix_sort,0.014458895,320201
radix_sort,0.014450788,320301
radix_sort,0.016700983,320401
radix_sort,0.013571024,320501
radix_sort,0.013538122,320601
radix_sort,0.013275146,320701
radix_sort,0.018410921,320801
radix_sort,0.014976978,320901
radix_sort,0.015592813,321001
radix_sort,0.016267061,321101
radix_sort,0.013817787,321201
radix_sort,0.017488003,321301
radix_sort,0.01351285,321401
radix_sort,0.013291121,321501
radix_sort,0.013400078,321601
radix_sort,0.013327837,321701
radix_sort,0.013273954,321801
radix_sort,0.013344049,321901
radix_sort,0.014064312,322001
radix_sort,0.013185024,322101
radix_sort,0.016475916,322201
radix_sort,0.013396025,322301
radix_sort,0.013705969,322401
radix_sort,0.013407946,322501
radix_sort,0.013667107,322601
radix_sort,0.013466835,322701
radix_sort,0.013335943,322801
radix_sort,0.013299227,322901
radix_sort,0.014008999,323001
radix_sort,0.013293982,323101
radix_sort,0.015301943,323201
radix_sort,0.013731003,323301
radix_sort,0.013379097,323401
radix_sort,0.01375103,323501
radix_sort,0.013252974,323601
radix_sort,0.017635107,323701
radix_sort,0.017029762,323801
radix_sort,0.016185999,323901
radix_sort,0.01869297,324001
radix_sort,0.014257908,324101
radix_sort,0.01370883,324201
radix_sort,0.015645027,324301
radix_sort,0.017697096,324401
radix_sort,0.016871929,324501
radix_sort,0.016988039,324601
radix_sort,0.017791986,324701
radix_sort,0.014990091,324801
radix_sort,0.018685102,324901
radix_sort,0.014815092,325001
radix_sort,0.016687155,325101
radix_sort,0.018178701,325201
radix_sort,0.015541077,325301
radix_sort,0.017828941,325401
radix_sort,0.017595768,325501
radix_sort,0.016493082,325601
radix_sort,0.014082909,325701
radix_sort,0.017723083,325801
radix_sort,0.016288042,325901
radix_sort,0.013831854,326001
radix_sort,0.017502069,326101
radix_sort,0.014256954,326201
radix_sort,0.018018723,326301
radix_sort,0.015583038,326401
radix_sort,0.017749071,326501
radix_sort,0.014839888,326601
radix_sort,0.016790867,326701
radix_sort,0.017189264,326801
radix_sort,0.018767118,326901
radix_sort,0.013883114,327001
radix_sort,0.014022112,327101
radix_sort,0.013942003,327201
radix_sort,0.018177032,327301
radix_sort,0.015563011,327401
radix_sort,0.013623238,327501
radix_sort,0.017627239,327601
radix_sort,0.019609928,327701
radix_sort,0.014565706,327801
radix_sort,0.018089056,327901
radix_sort,0.018239975,328001
radix_sort,0.016811132,328101
radix_sort,0.016600132,328201
radix_sort,0.018923044,328301
radix_sort,0.018136024,328401
radix_sort,0.013885975,328501
radix_sort,0.01812911,328601
radix_sort,0.016983032,328701
radix_sort,0.01373601,328801
radix_sort,0.013575077,328901
radix_sort,0.014070034,329001
radix_sort,0.014733076,329101
radix_sort,0.017014027,329201
radix_sort,0.015851021,329301
radix_sort,0.018397808,329401
radix_sort,0.013847113,329501
radix_sort,0.01444602,329601
radix_sort,0.013626099,329701
radix_sort,0.013690233,329801
radix_sort,0.013491869,329901
radix_sort,0.014029741,330001
radix_sort,0.013640881,330101
radix_sort,0.015009165,330201
radix_sort,0.013772964,330301
radix_sort,0.014104128,330401
radix_sort,0.013981104,330501
radix_sort,0.013597012,330601
radix_sort,0.015507936,330701
radix_sort,0.015300989,330801
radix_sort,0.013569593,330901
radix_sort,0.016608953,331001
radix_sort,0.013672829,331101
radix_sort,0.013535976,331201
radix_sort,0.013657808,331301
radix_sort,0.013689995,331401
radix_sort,0.013563156,331501
radix_sort,0.014122009,331601
radix_sort,0.013541222,331701
radix_sort,0.013697863,331801
radix_sort,0.013602018,331901
radix_sort,0.013578892,332001
radix_sort,0.018671751,332101
radix_sort,0.014957666,332201
radix_sort,0.013504982,332301
radix_sort,0.013580084,332401
radix_sort,0.013790131,332501
radix_sort,0.013765097,332601
radix_sort,0.015271187,332701
radix_sort,0.016826868,332801
radix_sort,0.014630079,332901
radix_sort,0.01535511,333001
radix_sort,0.018242121,333101
radix_sort,0.013915777,333201
radix_sort,0.018262863,333301
radix_sort,0.014977694,333401
radix_sort,0.01406908,333501
radix_sort,0.015895128,333601
radix_sort,0.01671195,333701
radix_sort,0.014046192,333801
radix_sort,0.018630266,333901
radix_sort,0.014407873,334001
radix_sort,0.018761873,334101
radix_sort,0.018319845,334201
radix_sort,0.018264055,334301
radix_sort,0.014009953,334401
radix_sort,0.017237902,334501
radix_sort,0.016827106,334601
radix_sort,0.018957853,334701
radix_sort,0.014029741,334801
radix_sort,0.015991926,334901
radix_sort,0.01860404,335001
radix_sort,0.014322042,335101
radix_sort,0.014056921,335201
radix_sort,0.019788742,335301
radix_sort,0.01650691,335401
radix_sort,0.014153004,335501
radix_sort,0.013900042,335601
radix_sort,0.0174582,335701
radix_sort,0.013828993,335801
radix_sort,0.014729023,335901
radix_sort,0.015684843,336001
radix_sort,0.016401768,336101
radix_sort,0.014583111,336201
radix_sort,0.018474102,336301
radix_sort,0.014938831,336401
radix_sort,0.014332056,336501
radix_sort,0.018453836,336601
radix_sort,0.014280081,336701
radix_sort,0.016448021,336801
radix_sort,0.015264034,336901
radix_sort,0.016663074,337001
radix_sort,0.018342257,337101
radix_sort,0.018311739,337201
radix_sort,0.018556833,337301
radix_sort,0.01489687,337401
radix_sort,0.018573046,337501
radix_sort,0.018101931,337601
radix_sort,0.014287949,337701
radix_sort,0.017038107,337801
radix_sort,0.017904043,337901
radix_sort,0.015086651,338001
radix_sort,0.01939106,338101
radix_sort,0.020617962,338201
radix_sort,0.016016006,338301
radix_sort,0.014690161,338401
radix_sort,0.018643856,338501
radix_sort,0.016144037,338601
radix_sort,0.018098116,338701
radix_sort,0.018991709,338801
radix_sort,0.017050982,338901
radix_sort,0.014757872,339001
radix_sort,0.018953085,339101
radix_sort,0.014812946,339201
radix_sort,0.018238068,339301
radix_sort,0.016968966,339401
radix_sort,0.017916918,339501
radix_sort,0.018583059,339601
radix_sort,0.018913031,339701
radix_sort,0.017472982,339801
radix_sort,0.017039061,339901
radix_sort,0.014874935,340001
radix_sort,0.019180059,340101
radix_sort,0.018025875,340201
radix_sort,0.015227079,340301
radix_sort,0.016923904,340401
radix_sort,0.014567852,340501
radix_sort,0.015423059,340601
radix_sort,0.015722036,340701
radix_sort,0.018003941,340801
radix_sort,0.019075871,340901
radix_sort,0.018559933,341001
radix_sort,0.018514872,341101
radix_sort,0.015763998,341201
radix_sort,0.015990734,341301
radix_sort,0.020390272,341401
radix_sort,0.017266035,341501
radix_sort,0.015275002,341601
radix_sort,0.019478798,341701
radix_sort,0.017481327,341801
radix_sort,0.018823862,341901
radix_sort,0.014637709,342001
radix_sort,0.018813848,342101
radix_sort,0.017104149,342201
radix_sort,0.016243935,342301
radix_sort,0.015151978,342401
radix_sort,0.018632889,342501
radix_sort,0.014189005,342601
radix_sort,0.017082691,342701
radix_sort,0.014596939,342801
radix_sort,0.018833876,342901
radix_sort,0.018684149,343001
radix_sort,0.014909029,343101
radix_sort,0.01850915,343201
radix_sort,0.016509056,343301
radix_sort,0.019091845,343401
radix_sort,0.018882036,343501
radix_sort,0.01661396,343601
radix_sort,0.016133785,343701
radix_sort,0.0146029,343801
radix_sort,0.014505148,343901
radix_sort,0.01512289,344001
radix_sort,0.018738985,344101
radix_sort,0.017646074,344201
radix_sort,0.017285824,344301
radix_sort,0.017299891,344401
radix_sort,0.019450188,344501
radix_sort,0.014710903,344601
radix_sort,0.019693851,344701
radix_sort,0.019477844,344801
radix_sort,0.017115831,344901
radix_sort,0.018533707,345001
radix_sort,0.01886797,345101
radix_sort,0.019241095,345201
radix_sort,0.019064903,345301
radix_sort,0.015599966,345401
radix_sort,0.019266129,345501
radix_sort,0.018229961,345601
radix_sort,0.016608,345701
radix_sort,0.019582272,345801
radix_sort,0.018890858,345901
radix_sort,0.014242172,346001
radix_sort,0.01880002,346101
radix_sort,0.014559031,346201
radix_sort,0.017268896,346301
radix_sort,0.020438194,346401
radix_sort,0.017381907,346501
radix_sort,0.018638849,346601
radix_sort,0.016458035,346701
radix_sort,0.016479969,346801
radix_sort,0.019820929,346901
radix_sort,0.019090176,347001
radix_sort,0.018265009,347101
radix_sort,0.014598131,347201
radix_sort,0.014840841,347301
radix_sort,0.01613903,347401
radix_sort,0.018501282,347501
radix_sort,0.01569891,347601
radix_sort,0.018936872,347701
radix_sort,0.02015996,347801
radix_sort,0.018548965,347901
radix_sort,0.014750242,348001
radix_sort,0.014637947,348101
radix_sort,0.015146971,348201
radix_sort,0.018828154,348301
radix_sort,0.014750004,348401
radix_sort,0.019562006,348501
radix_sort,0.018954039,348601
radix_sort,0.015923023,348701
radix_sort,0.01886487,348801
radix_sort,0.017044067,348901
radix_sort,0.018982887,349001
radix_sort,0.014861107,349101
radix_sort,0.018752098,349201
radix_sort,0.015216112,349301
radix_sort,0.016817808,349401
radix_sort,0.016536236,349501
radix_sort,0.020115852,349601
radix_sort,0.016170025,349701
radix_sort,0.016444921,349801
radix_sort,0.01658392,349901
radix_sort,0.017453671,350001
radix_sort,0.015945911,350101
radix_sort,0.020827293,350201
radix_sort,0.01578784,350301
radix_sort,0.017275095,350401
radix_sort,0.017398596,350501
radix_sort,0.01826787,350601
radix_sort,0.020353079,350701
radix_sort,0.018078804,350801
radix_sort,0.019439697,350901
radix_sort,0.016689062,351001
radix_sort,0.016423225,351101
radix_sort,0.018483162,351201
radix_sort,0.018549919,351301
radix_sort,0.018672943,351401
radix_sort,0.019457102,351501
radix_sort,0.018944979,351601
radix_sort,0.01847291,351701
radix_sort,0.019630909,351801
radix_sort,0.018286943,351901
radix_sort,0.015301228,352001
radix_sort,0.017686844,352101
radix_sort,0.015170813,352201
radix_sort,0.015032768,352301
radix_sort,0.018623114,352401
radix_sort,0.017444849,352501
radix_sort,0.019593954,352601
radix_sort,0.019056797,352701
radix_sort,0.019256115,352801
radix_sort,0.015252829,352901
radix_sort,0.019118071,353001
radix_sort,0.020087004,353101
radix_sort,0.01771903,353201
radix_sort,0.015124083,353301
radix_sort,0.018583775,353401
radix_sort,0.017282724,353501
radix_sort,0.018838167,353601
radix_sort,0.015790939,353701
radix_sort,0.018160105,353801
radix_sort,0.020060778,353901
radix_sort,0.018996,354001
radix_sort,0.01971674,354101
radix_sort,0.019373178,354201
radix_sort,0.020210028,354301
radix_sort,0.019304037,354401
radix_sort,0.014882088,354501
radix_sort,0.015212059,354601
radix_sort,0.015877247,354701
radix_sort,0.017291069,354801
radix_sort,0.018620253,354901
radix_sort,0.019458055,355001
radix_sort,0.018838882,355101
radix_sort,0.015043736,355201
radix_sort,0.014638901,355301
radix_sort,0.014664888,355401
radix_sort,0.019344807,355501
radix_sort,0.014597178,355601
radix_sort,0.014667034,355701
radix_sort,0.014442921,355801
radix_sort,0.016887188,355901
radix_sort,0.01500392,356001
radix_sort,0.021991968,356101
radix_sort,0.014959812,356201
radix_sort,0.014573097,356301
radix_sort,0.015063047,356401
radix_sort,0.015101194,356501
radix_sort,0.01594615,356601
radix_sort,0.014754057,356701
radix_sort,0.014650106,356801
radix_sort,0.01455307,356901
radix_sort,0.014463186,357001
radix_sort,0.016618967,357101
radix_sort,0.018074036,357201
radix_sort,0.014625072,357301
radix_sort,0.01473403,357401
radix_sort,0.019258976,357501
radix_sort,0.017995119,357601
radix_sort,0.018875122,357701
radix_sort,0.017026186,357801
radix_sort,0.01637125,357901
radix_sort,0.01586628,358001
radix_sort,0.014832973,358101
radix_sort,0.01890111,358201
radix_sort,0.017801046,358301
radix_sort,0.018418789,358401
radix_sort,0.018073082,358501
radix_sort,0.018923044,358601
radix_sort,0.018529892,358701
radix_sort,0.01965785,358801
radix_sort,0.018037081,358901
radix_sort,0.015753269,359001
radix_sort,0.019652128,359101
radix_sort,0.015007019,359201
radix_sort,0.019538879,359301
radix_sort,0.019541025,359401
radix_sort,0.016370773,359501
radix_sort,0.014869928,359601
radix_sort,0.018087864,359701
radix_sort,0.018065214,359801
radix_sort,0.019057751,359901
radix_sort,0.019124985,360001
radix_sort,0.016132832,360101
radix_sort,0.015332222,360201
radix_sort,0.018375158,360301
radix_sort,0.01510191,360401
radix_sort,0.014966011,360501
radix_sort,0.017205,360601
radix_sort,0.018676043,360701
radix_sort,0.017149925,360801
radix_sort,0.019639015,360901
radix_sort,0.017126083,361001
radix_sort,0.019481182,361101
radix_sort,0.01484704,361201
radix_sort,0.020246983,361301
radix_sort,0.015688896,361401
radix_sort,0.020529747,361501
radix_sort,0.015156984,361601
radix_sort,0.023354053,361701
radix_sort,0.014952183,361801
radix_sort,0.02000308,361901
radix_sort,0.020694971,362001
radix_sort,0.018409014,362101
radix_sort,0.020237923,362201
radix_sort,0.015542984,362301
radix_sort,0.016345024,362401
radix_sort,0.019639015,362501
radix_sort,0.01586318,362601
radix_sort,0.019434929,362701
radix_sort,0.015524149,362801
radix_sort,0.017286062,362901
radix_sort,0.019708872,363001
radix_sort,0.019728899,363101
radix_sort,0.016448975,363201
radix_sort,0.020360947,363301
radix_sort,0.01540494,363401
radix_sort,0.015075207,363501
radix_sort,0.015424967,363601
radix_sort,0.020563841,363701
radix_sort,0.015206099,363801
radix_sort,0.01787281,363901
radix_sort,0.019309044,364001
radix_sort,0.021484137,364101
radix_sort,0.019994974,364201
radix_sort,0.018355846,364301
radix_sort,0.019536257,364401
radix_sort,0.016352177,364501
radix_sort,0.020008087,364601
radix_sort,0.020336151,364701
radix_sort,0.019979,364801
radix_sort,0.01551795,364901
radix_sort,0.018714905,365001
radix_sort,0.018205881,365101
radix_sort,0.019479036,365201
radix_sort,0.015585899,365301
radix_sort,0.017926216,365401
radix_sort,0.01944375,365501
radix_sort,0.019420862,365601
radix_sort,0.02125597,365701
radix_sort,0.018145084,365801
radix_sort,0.020131111,365901
radix_sort,0.017570257,366001
radix_sort,0.017366171,366101
radix_sort,0.015285969,366201
radix_sort,0.018111944,366301
radix_sort,0.01534009,366401
radix_sort,0.017913103,366501
radix_sort,0.019762754,366601
radix_sort,0.020014048,366701
radix_sort,0.020563126,366801
radix_sort,0.016993046,366901
radix_sort,0.015275717,367001
radix_sort,0.020286083,367101
radix_sort,0.015655041,367201
radix_sort,0.015059233,367301
radix_sort,0.017965078,367401
radix_sort,0.018281221,367501
radix_sort,0.015667915,367601
radix_sort,0.015280008,367701
radix_sort,0.019854784,367801
radix_sort,0.015917063,367901
radix_sort,0.019845963,368001
radix_sort,0.015038967,368101
radix_sort,0.020106077,368201
radix_sort,0.019809961,368301
radix_sort,0.015583992,368401
radix_sort,0.020089149,368501
radix_sort,0.015428782,368601
radix_sort,0.018917799,368701
radix_sort,0.018168926,368801
radix_sort,0.01913023,368901
radix_sort,0.017050266,369001
radix_sort,0.020992994,369101
radix_sort,0.018337011,369201
radix_sort,0.016678095,369301
radix_sort,0.020799875,369401
radix_sort,0.01582408,369501
radix_sort,0.018448114,369601
radix_sort,0.018882751,369701
radix_sort,0.01548481,369801
radix_sort,0.017509937,369901
radix_sort,0.019292116,370001
radix_sort,0.019642115,370101
radix_sort,0.018051863,370201
radix_sort,0.019006968,370301
radix_sort,0.015714884,370401
radix_sort,0.020845652,370501
radix_sort,0.017736912,370601
radix_sort,0.015979767,370701
radix_sort,0.017283201,370801
radix_sort,0.019062996,370901
radix_sort,0.020188093,371001
radix_sort,0.019311905,371101
radix_sort,0.015720844,371201
radix_sort,0.018007755,371301
radix_sort,0.020630121,371401
radix_sort,0.019036293,371501
radix_sort,0.015491962,371601
radix_sort,0.017390966,371701
radix_sort,0.015389919,371801
radix_sort,0.015570879,371901
radix_sort,0.015510798,372001
radix_sort,0.018140793,372101
radix_sort,0.018501043,372201
radix_sort,0.01978898,372301
